CLOSE
19
19.1
19.1
20.1
20.8
21
21.6
21.6
21.5
21.8
23
23.1
23
23.1
22.9
23.5
23.6
23.8
24.2
23.6
23.7
23.7
23.7
23.9
23.5
23.5
23.3
22.7
22.7
22.7
22.7
22.6
22.6
22.7
22.9
22.9
22.6
22.5
22.8
22.6
22.5
23.3
23.4
23.7
22.9
22.8
23.1
23.2
23.4
23.9
25
25
24.9
25.5
25.2
24.7
24.6
24.7
24.5
25
25.3
25.2
24.8
24.4
23.7
23.1
23
22.9
22.5
22.9
22.7
22.7
22.7
22.5
22.1
22.7
22.7
23.2
23.8
23.8
23.5
23.1
23.7
23.7
23.4
23.6
23.5
23.9
24.4
24.5
24.7
25.1
24.5
25.2
25.1
25
25.1
25
25
24.8
24.7
24.8
25.3
26.4
26.1
26.2
26
26.5
26.7
26.4
26.4
26.6
26.8
26.3
26.1
25.7
26.1
25.9
25.8
26
25.9
26.4
26.2
26.5
26.5
26.5
25.9
25.9
25.9
25.9
25.8
24.9
25.1
25.1
25.2
25
24.7
25.1
25.6
25.4
25.8
26
26.1
26.1
26
25.8
26
26
25.6
25.4
25.4
25.7
25.8
25.9
25.6
25.7
26.2
26.2
26.4
27.4
27.6
28.5
28.6
28.5
28.7
28.6
29
28.9
28.6
28.1
27.5
27.8
28.4
28.2
28.1
28.2
28.1
28.1
28.4
29.2
30.1
30.6
30.1
30.3
30.6
30.4
30.3
30.9
30.5
31.3
31.9
31.9
32
31.8
32.4
32.7
32.8
32.9
32.4
31.7
30.7
31.1
31.9
31.5
31.9
31.3
30.6
30.7
29.8
30.4
30.8
30.8
31.4
31.5
32
31.8
32.2
32.5
33.1
33.1
32.8
32.8
33.9
34
34.1
34.2
34
34.5
34.9
35.2
36.5
35
34.9
36.2
36
35.4
34.6
33.8
34.2
34.2
35.1
34.8
34.8
34.7
34.6
34.5
34.7
36.5
36.8
36.9
38.8
38.7
38.8
38.8
40.1
40.3
39.8
40
39.1
39
38.8
39
39.5
39.5
40.2
41.4
41.1
41.8
42.1
42
41.6
41.7
41
41.5
40
38.9
40.7
39.5
39.9
42
43.7
44.5
44.2
44.7
45.3
46.4
47
46
46.5
44
45.9
45.2
45.3
46.8
48.6
49.2
49.2
49.4
50.4
51.7
48.4
47.9
47
46
47.3
